매물종류,거래방식,가격,위치,거리,소재지,매물특징,계약/전용면적,해당층/총층,융자금,월관리비,방향,입주가능일,주차가능여부,총사무실수,총주차대수,난방(방식/연료),사용승인일,건축물 용도,매물번호,매물설명,중개사,중개보수,상한요율
일반상가,월세,1억/420,"(-9436.67, -2567.49)",357.04767043046445,서울시 강남구 신사동,압구정역 근처 위치 무권리 매장,82.51㎡/82.39㎡(전용률100%),1/5층,없음,20만원,북서향(주된 출입구 기준),즉시입주 협의가능,가능,정보 없음,4대,개별난방/전기,2021.06.21,제2종 근린생활시설,2330453673,"*이외에도 많은 물건이 확보되어 있습니다.&&안녕하세요~&&압구정동 현대아파트, 미성아파트, 한양아파트를 중개하는 40년 전통 압구정의 “국가대표” &&천우부동산입니다.&&열정을 가지고 성실과 책임감으로 고객이 만족할때까지 최선을 다하고 있습니다.&&천우부동산은 고객의 만족을 생각합니다.&&언제든지 문의해 주십시오.&&맡겨주시면 천우부동산의 진가를 알고 느끼게 됩니다.&&천우부동산 위치는 구현대아파트 대로변 84동 신호등 바로 앞에 있습니다.&&지금 바로 전화해주십시오.&&고객의 만족은 천우부동산 최고의 가치입니다.&&즐거운 시간으로 훌륭한 파트너가 될 겁니다. 감사합니다.&&천우부동산 : 02-545-6655&사장 : 010-8934-7152","천우부동산중개길찾기
대표황승이등록번호
소재지
서울특별시 강남구 압구정로 212, 105호 (신사동,방우빌딩)
전화02-543-7151,010-8934-7152
최근 3개월 집주인확인 25건
매매34전세52월세27단기0",최대 468만원(VAT 별도),0.9%
일반상가,월세,"5,000/360","(-9362.45, -2563.86)",352.36941211283323,서울시 강남구 신사동,압구정역 1층 사무실,134.02㎡/99.18㎡(전용률74%),1/6층,없음,60만원,남향(주된 출입구 기준),즉시입주 협의가능,가능,-,6대,개별난방/-,2004.06.05,제2종 근린생활시설,2326751679,"* 압구정역 도보 5분&& * 업무홀, 룸 3, 내부 분리화장실&& * 보증금 5,000만 / 월세 360만 / 관리비 60만&& * 전용면적 약 30p&& * 주차 2대 무료&& * 입주 협의&&&★rent free & fit out 적극협의 &★강남 서초 빌딩(사무실,상가) 임대전문&★언제나 귀사의 입장에서 비용을 절약 해드리겠습니다&★항상 정직하고 신뢰할수있는 책임중개&★실매물 실광고 실금액 허위 거짓없는 광고&★10년이상의 경력과 DB로 고객에 부합하는 최상의 매물로 보답하겠습니다","주식회사 케이즈부동산중개법인톡톡문의길찾기
대표안수민등록번호
소재지
서울특별시 강남구 논현동 115-7 미성빌딩 1층
전화010-4328-5840
최근 3개월 집주인확인 459건
매매6전세3월세343단기0",최대 369만원(VAT 별도),0.9%
중소형사무실,월세,"2억/1,750","(-9336.59, -2529.09)",304.04912668922145,서울시 강남구 신사동,"도산공원,압구정역 권리금없는S급인테리어 건물 통임대",465.8㎡/465.8㎡(전용률100%),1/5층,없음,0원,서향(주된 출입구 기준),즉시입주 협의가능,가능,-,3대,-/-,2011.07.26,제2종 근린생활시설,2329989114,"강남 서초권 전문&미스터(MR.)부동산 중개법인&&♠ 저희 미스터 부동산은 고객님과의 신뢰를 가장 우선으로 생각합니다.&계약하시는 대표님의 소중한 시간과 비용을 최대한 절감하실 수 있도록 최선을 다하겠습니다.&한번의 인연도 소중하게 생각하며, 모든 과정부터 계약후까지 책임지고 서포트 할 것을 약속드립니다.&&&──★매물정보★───────────────────&&&- 도산공원사거리,압구정역 인근에 위치해 있는 접근성 매우 뛰어난 건물 통사옥 입니다.&&- 건물 내/외관 준수하며 내부는 깔끔한 인테리어로 컨디션 최상급으로 좋습니다.&&- 개방감과 채광이 좋아 쾌적한 공간으로 업무효율성 또한 높은 사무실입니다.&&- 현재 인테리어 되어 있어서, 초기 비용을 절감 하실 수 있습니다.&&- 전체 건물 통 임대로 나온 매물입니다.&&- 건물 내 엘리베이터 운행 합니다.&&- 개별 냉난방기 옵션으로 설치되어 있습니다.&&- 남녀 분리형 화장실 사용 입니다.&&- 편리한 자주식 주차 4대 가능합니다.&&- 빠른 입주 및 입주시기 협의 가능합니다.&&- 위치 및 평수, 컨디션 대비 가성비 좋은 사무실로 빠른계약 예상되는 매물입니다.&&&───────────────────────────&▶ 보유한 매물 모두 두발로 뛰며 현장에서 직접 촬영한 100% 실매물 입니다.&&▶ 고객님께서 현재 보시는 매물 외에도 강남 서초권 대부분의 많은 매물을 보유하고 있습니다.&&▶ 추가로 궁금하신 점 유선으로 편하게 문의주시면 빠른상담 도와드리겠습니다.&&&&☎ 02-554-5558 (24시상담가능)&https://mroffice.kr/","(주)미스터부동산중개법인길찾기
대표하승민등록번호
소재지
서울특별시 강남구 역삼동 644-7 6층
전화02-554-5558,010-6554-3934
최근 3개월 집주인확인 619건
매매7전세0월세1619단기0","최대 1,755만원(VAT 별도)",0.9%
대형사무실,월세,"2억 5,000/1,750","(-9336.59, -2529.09)",304.04912668922145,서울시 강남구 신사동,-,465.8㎡/396.7㎡(전용률85%),1/5층,없음,0원,서향(주된 출입구 기준),즉시입주,가능,-,3대,개별난방/-,2011.07.26,제2종 근린생활시설,2330111456,"◆ 현대부동산 ◆&◆ 02 3446 2351 ◆&◆ http://cafe.naver.com/yeom0920 ◆&◆ 더 많은 사무실, 상가를 보실수 있습니다. ◆&&♠ 허위,과장 광고를 하지 않으며 항시 오전, 오후 매물답사로 현시점 실 사진만을 기본으로 최상의 매물로 중개해드리겠습니다.♠ &&◈◈매물번호를 알려주시면 빠른상담이 가능합니다.◈◈&&◈ 매물번호 - 2010 ◈&◈ 보증금 2억5000만원 & 월 세 1750만원 & - 관리비 자체관리 -&&◈ 매물특징 &- 깔끔한 외관 &- 압구정역 5분 신사동 단독사옥 건물통임대&- 무료주차 3대&- 지하1층~지상5층&- 옥상 작은 정원으로 꾸며짐&- 지하층 복층구조 인테리어&- 즉시 입주 &&◆ 현대부동산 ◆&◆ 02 3446 2351 ◆& &◆ 원하시는 정확한 공간을 찾아 드립니다 ◆&◆ http://cafe.naver.com/yeom0920 ◆&◆ 더 많은 사무실, 상가를 보실수 있습니다. ◆","현대공인중개사사무소길찾기
대표백명건등록번호
소재지
서울 서초구 주흥11길 12-3 101호
전화02-3446-2351
최근 3개월 집주인확인 5건
매매6전세4월세67단기0","최대 1,800만원(VAT 별도)",0.9%
대형사무실,월세,"2억/1,750","(-9336.59, -2529.09)",304.04912668922145,서울시 강남구 신사동,사진있음 통임대 수려한 내외관 내부인테리어 최상급 적극추천,465.81㎡/396.69㎡(전용률85%),B1/5층,없음,0원,서향(주된 출입구 기준),즉시입주,가능,-,4대,-/-,2011.07.26,제2종 근린생활시설,2329995492,▶▶ 직통번호 0 2 5 5 3 5 5 1 3 로 연락주셔야 원할한 상담 가능합니다 ◀◀&&▶▶ 직통번호 0 2 5 5 3 5 5 1 3 로 연락주셔야 원할한 상담 가능합니다 ◀◀&&&&&■ 수려한 내외관에 내부 인테리어도 완전 잘되어 있어 누구나 반하는 사무실&&■ 주차가 4대 가능하여 주차여건이 좋습니다. / 지하1~지상5층 사용 공간굿&&■ 내부인테리어 깔끔하게 잘되어 있습니다.메리트 있는 금액대의 사옥으로 적극추천&&■ 지층 37평 / 1층 19평/ 2층 30평/ 3층 30평 /4층 17평 / 5층 11평 / 6층 8평 옥상정원&&&&★ 대형빌딩 임대는 전문가에게 맡겨주십시오. 최적의 조건으로 진행해 드립니다.&&★ 실시간 실매물로 고객님께 최신 정보를 전달해드립니다. 책임중개 24시간 친절상담,"사무실룩공인중개사사무소
대표이주영등록번호
소재지
서울특별시 강남구 대치동 901-63 1층
전화02-553-5513","최대 1,755만원(VAT 별도)",0.9%
대형사무실,월세,"3,000/250","(-9349.52, -2542.14)",318.26016752772654,서울시 강남구 신사동,실사O 무권리 코너 전면 통유리 상가,44.92㎡/44.92㎡(전용률100%),1/4층,시세 대비 30% 미만,0원,서향(주된 출입구 기준),즉시입주 협의가능,가능,정보 없음,1대,-/-,1994.06.04,제2종 근린생활시설,2329810683,"─────────────────────매물번호 ▲▲▲&&▶명인리얼티 중개법인 공인중개사 이지슬: 010-7524-7383&▶전 직원 중개사 자격증 보유&▶카카오톡,문자,전화 편하신 방법으로 언제든 문의 부탁드립니다.&▶상담 시 매물번호를 불러주시면 보다 빠른 상담 가능합니다.&▶고객의 니즈를 파악하여 최상의 매물만 추천합니다.&▶실제 방문하여 직접 찍은 사진으로만 광고합니다.&&&────────▶세부임대내역 및 상세정보◀────────&&▶보증금 3,000/ 월세 250 /관리비 없음&▶정말 귀한 무권리 1층 코너 상가&▶내부화장실O&▶전면 통유리로 인한 개방감 및 채광 우수&▶모든 업종 대 환영&▶즉시입주가능&&광고 사진은 모두 실제로 촬영한 사진이며,&연락주시면 실제 매물로 확인시켜드리겠습니다.&편하게 연락 부탁드립니다.&&&───────────▶명인부동산◀─────────────&&▶ (주) 명인리얼티 부동산중개법인&▶ 개업 공인중개사 김동훈 02-6959-0618&▶ 소속 공인중개사 이지슬 010-7524-7383&▶ 강남구 언주로98길 39-8, 1층","(주)명인리얼티부동산중개법인길찾기
대표김동훈등록번호
소재지
서울 강남구 언주로98길 39-8 (역삼동) 1층
전화02-6959-0618,010-7524-7383
최근 3개월 집주인확인 88건
매매7전세5월세933단기0",최대 252만원(VAT 별도),0.9%
일반상가,월세,"2억/1,750","(-9336.59, -2529.09)",304.04912668922145,서울시 강남구 신사동,l 실사진 첨부 l 압구정역 깔끔한 통임대 주차 3대,465.81㎡/396.6㎡(전용률85%),1/5층,없음,0원,서향(주된 출입구 기준),즉시입주,가능,-,3대,개별난방/-,2011.07.26,제2종 근린생활시설,2329801485,"사무실.상가 전문 &빌드업 부동산중개법인&&매물번호 알려주시면 빠른 상담 가능합니다.&━━━━━━━━━━━━━━━━━━━━━━&✔ 임대조건&&- 보 증 금 : 2억&- 임 대 료 : 1750만원&- 관 리 비 : 실비&&✔ 매물정보&&- 위 치 : 압구정역 역세권&- 면 적 : 전용 120평&- 층 수 : B1F ~ 5F&- 주 차 : 자주식 주차&- 입 주 : 협의가능&&━━━━━━━━━━━━━━━━━━━━━━&🏙강남,서초 전문 &🕵‍♂직접 확인한 매물들만 광고합니다.&🤝궁금하신점 있으시면 편하게 연락주세요.&&☎02-514-8943","(주)빌드업부동산중개법인길찾기
대표최기범등록번호
소재지
서울특별시 강남구 삼성로103길 13 (삼성동)
전화02-514-8943,010-2756-8943
최근 3개월 집주인확인 110건
매매10전세2월세1415단기1","최대 1,755만원(VAT 별도)",0.9%
중소형사무실,월세,"2억/1,700","(-9336.59, -2529.09)",304.04912668922145,서울시 강남구 신사동,압구정역 남측 블루빌딩 전체,465.81㎡/465.81㎡(전용률100%),1/5층,66억원,-,서향(주된 출입구 기준),즉시입주,가능,-,3대,개별난방/전기,-,업무시설,2329413288,"압구정역(3호선) 도보7분에 위치한 역세권이며, 오피스지역입니다.&&내외관이 수려하며 사옥용으로 적합한 올근생 빌딩이다.&&&&2종 근린생활시설, 연면적 140평, 전용 120평&&* 층별 냉난방시설 완/ &*엘리베이터 13인승&*법정주차 3대, 최대 5대 가능&&&**층별 안내&&&1층 19평&2층 29.7평 여자화장실&3층 29.7평 남자화장실&4층 17.1평 여자화장실&5층 10.7평&6층 8평 옥상정원&지하 36.7평 복층설치(6.8m*3.5m), &1톤 화물용 리프트(주차장에서 선적가능, 지하 제조시설)&&&&***층별 실측 (층고*가로*세로, 단위:m), 일부 오차 있을 수 있음.&1층 2.5 * 9.1 * 3.8&2층 2.3 * 9.8 * 7.0&3층 2.2 * 9.8 * 7.0&4층 2.3 * 8.1 * 5.1&5층 2.3 * 4.9 * 4.8&지하 4.0 * 9.9 * 8.2&&&2,3,층에 탕비실 (2.2*0.95) 이 있습니다.","1박2일공인중개사사무소
대표황두현등록번호
소재지
서울 강남구 삼성로103길 18 1층101호
전화02-555-4322,010-5222-0775","최대 1,710만원(VAT 별도)",0.9%
대형사무실 블루빌딩,월세,"5,000/360","(-9362.45, -2563.86)",352.36941211283323,서울시 강남구 신사동,LIVE 사진O. 압구정역 1층 사무실,168.6㎡/115.7㎡(전용률69%),1/6층,없음,60만원,남향(주된 출입구 기준),즉시입주,가능,-,1대,-/-,2004.06.05,제2종 근린생활시설,2329561889,"◆◆ 주식회사 리얼티라이브 부동산중개법인 ◆◆Y&&▶ 서울 경기 전지역 매매 및 임대 전문 중개법인 입니다.&☎ 02-566-0788 www.live-building.com&&▶ 임 대 조 건&- 실 평 수: 약 35평&- 보 증 금: 5,000만원&- 월 차 임: 360만원&- 관 리 비: 60만원&- 권 리 금: 무권리&- 주 차: 무료 1대 가능 유료 추가 1대 가능&- 화 장 실: 내부 남녀 분리형 화장실&- 냉 난 방: 개별 1대이상&&★ 매물 전반적인 분위기 ★&압구정역 인근 1층 사무실로 내부구조는 홀 1실, 사무실 2실, 내부 남녀 분리 화장실이고 매우 깔끔한 인테리어 입니다.&&▶ 무권리 / 원상복구 할 예정 (그대로 쓰는것도 가능)&▶ 압구정역(382M) 도보로 이용가능 / 접근성 매우 우수 / 워킹고객 많은 입지&▶ 상권이 잘 형성되어 있어 안정적 매출보장&▶ 인테리어가 잘 갖춰져 있어 초창기 시간과 비용을 아낄 수 있음 &▶ 적극적인 홍보와 광고를 한다면 수익 극대화 기대 가능&▶ 강남 직장인 수요뿐만 아니라 주택이 다수 밀집해 있어 연령층 다양한 잠재 고객 풍부&&★ 직접 확인하는 매물이기에 절대 허위 매물이 없으며, 문의주시면 친절하게 상담해 드리겠습니다.&(100% 실사진, 100% 실매물만 관리합니다. 다른 점포 매물도 많으니 믿고 맡겨주세요 :)&&주식회사 리얼티 라이브 부동산 중개법인 대표 문 소 임&▷▷▷ 핸드폰 010-2079-7794&▷▷▷ 사무실 02-554-0788&▷▷▷ Email realtylive@live-building.com&▷▷▷ 서울시 강남구 테헤란로87길 37, 6층(삼성동,영진빌딩)","주식회사 리얼티라이브부동산중개법인길찾기
대표문소임등록번호
소재지
서울특별시 강남구 테헤란로87길 37 6층 (삼성동)
전화02-554-0788,010-2079-7794
최근 3개월 집주인확인 53건
매매157전세0월세873단기0",최대 369만원(VAT 별도),0.9%
중소형사무실 유일빌딩,월세,"5,000/360","(-9362.45, -2563.86)",352.36941211283323,서울시 강남구 신사동,압구정역 1층 유니크한 인테리어 사무실,134㎡/115㎡(전용률86%),1/6층,없음,60만원,남향(주된 출입구 기준),즉시입주,불가능,-,-,-/-,2004.06.05,제2종 근린생활시설,2329593197,"●Y●&● 케이마스터 공인중개사 사무소 ●&&오로지 사무실 , 상가임대만을 전문으로 진행하고 있습니다.&없는 매물을 만들어드리지는 못하지만 현존하는 모든 매물을 검토해서 &가장 좋은 조건의 매물을 직접 보여드리겠습니다.&&단순 현장안내가 아닌 진짜 컨설팅을 받아보세요.&━━━━━━━━━━━━━━━━━━━━&● 압구정역 도보5분&&● 1층전체&&● 유니크한 인테리어&&● 룸3개+홀 구조&&● 내부 분리화장실&&● 전용주차장1대+지정1대&&━━━━━━━━━━━━━━━━━━━━","케이마스터공인중개사사무소길찾기
대표이종원등록번호
소재지
서울특별시 강남구 역삼동 702-2 삼성제일빌딩 19층 1호,20호
전화02-3453-9894,010-4901-7435
매매0전세0월세453단기18",최대 369만원(VAT 별도),0.9%
중소형사무실 영훈빌딩,월세,1억/750,"(-9547.14, -2572.62)",459.46674149106235,서울시 강남구 신사동,-,200.69㎡/198.35㎡(전용률99%),4/4층,없음,0원,동향(주된 출입구 기준),즉시입주,불가능,-,-,개별난방/-,1989.08.07,제1종 근린생활시설,2330536446,"🍊 오렌지부동산중개법인 🍊 &&● 소속 공인중개사 이실장 : 02 - 6207 - 3017 (24시간 상담가능) && &✔ 대표님의 사업이 번창 하실 수 있도록 좋은 공간과 환경을 이어드립니다. &&✔ 자격증 있는 소속 공인중개사로서, 전문성과 책임감을 갖고 중개해드립니다.&&✔ 귀중한 시간을 아낄 수 있도록 맞춤형 중개로 니즈에 맞는 물건을 신속하게 찾아드리겠습니다.&&✔ 보증금 월세 렌트프리등 조건 적극적으로 협의해드립니다.&&&---------------------------------------------------------------------------------&&& ※ 매물 정보 51002 ※&&&- 위치 : 압구정역 도보 3분 &&- 전용 면적 : 60평&&- 구조 : 홀 + 베란다 + 격층남녀분리화장실 &&- 층수 : 해당 층 4층 / 총층 4층&&- 입주 시기 : 즉시&&- 주차 : 무료1대 (자주식1)& &- 압구정역 역세권, 대로변 이면에 위치하여 접근성 우수 &&- 원상복구된 상태 &&- 우수한 채광 &&- 학원 또는 사무실로 적격&&&----------------------------------------------------------------------------------& &&※ 저희 오렌지중개법인은 실사진 & 실매물 광고가 원칙이며, 서초 / 강남구 최다 매물 보유 부동산입니다. &자체 회사 DB 시스템에 누적된 매물과 차별화된 방법으로 계약부터 입주까지 꼼꼼하게 살펴드리겠습니다.&&● 소속 공인중개사 이실장 : 02 - 6207 - 3017 (24시간 상담가능)&📱 카톡 문의 : https://open.kakao.com/o/sHpKscZe&&&🌎 오렌지부동산중개법인(주) & 홈페이지: : www.orangerealty.co.kr","오렌지 부동산중개법인주식회사톡톡문의길찾기
대표김석진등록번호
소재지
서울특별시 강남구 논현동 202-11 1층
전화02-6207-3017,02-6207-3017
최근 3개월 집주인확인 2184건
매매3전세0월세2200단기1",최대 765만원(VAT 별도),0.9%
중소형사무실 영훈빌딩,월세,1억/750,"(-9547.14, -2572.62)",459.46674149106235,서울시 강남구 신사동,"전연령 배후수요 풍부한 입지, 역세권 무권리 중형평수",200.68㎡/145.45㎡(전용률72%),4/4층,없음,-,동향(주된 출입구 기준),즉시입주 협의가능,가능,정보 없음,8대,개별난방/-,1989.08.07,제2종 근린생활시설,2330275662,">> 빠른 전화/문자&공인중개사 임실장&☎ 010-6387-9952&&&『 전연령 배후수요 풍부한 입지, 역세권 무권리 중형평수 』&&■ 추천 포인트&☞ 압구정역 도보 약 4분 역세권 이면도로 위치&☞ 학교, 오피스 및 편의시설 등 다수, 전연령 배후수요 풍부&☞ 활용도 높은 홀 구조로 효율적인 공간 구성 가능&☞ 학원, 사무실 등 다양한 업종 문의 환영합니다 ^^&&■ 매물 정보&· 보증금: 1억 원 | 임대료: 750만 원&· 4층&· 전용 면적: 약 44평&· 외부 화장실&· 주차 1대 가능&&소속공인중개사 임지영 실장&☎ 010-6387-9952&&&==========================================&♧ 직접 방문하여 꼼꼼히 확인한 매물만 소개해드립니다!&♧ 책임감을 가지고 최상의 결과를 이끌어 내겠습니다!&♧ 신뢰로 안전한 계약까지, 새 시작을 함께 하겠습니다!&&신규창업 / 이전 / 확장&지원부동산이 지원합니다.&&[지원 공인중개사 사무소]&등록번호: 11680-2022-00418&대표공인중개사 조영홍 050713635263","지원공인중개사사무소길찾기
대표조영홍등록번호
소재지
서울 강남구 강남대로156길 12 4층 D47호
전화0507-1363-5263,010-6387-9952
최근 3개월 집주인확인 37건
매매5전세1월세140단기0",최대 765만원(VAT 별도),0.9%
일반상가,월세,1억/750,"(-9547.14, -2572.62)",459.46674149106235,서울시 강남구 신사동,압구정역 도보3분 역세권 학원건물 엘베X,200.68㎡/198.35㎡(전용률99%),4/4층,없음,0원,남향(주된 출입구 기준),즉시입주,가능,-,8대,-/-,1989.08.07,제2종 근린생활시설,2330957216,"■ 매물 설명&&- 3호선 압구정역 도보3분 역세권&- 기존 학원 자리로 건물 내 학원 입점 (수학,영어, 발레)&- 현재 원상복구 상태&- 베란다&- 엘리베이터 없음&- 층별 남녀분리 화장실&- 주차 협의 필요&&&&■ 매물 담당자&&공인중개사 권다인 과장 010-6797-7198&강남구 역삼동 828번지 1층 (주)강남부동산중개&&저희 강남부동산은 상가, 사무실 및 기업 이전 전문 중개업체 입니다.&100% 직접 촬영한 실사진과 실매물로 허위 매물을 중개하지 않습니다.&단, 계약 여부는 실시간으로 반영되지 않으므로 매물번호와 함께 문의 주시면 확인해 드리겠습니다. 감사합니다.","주식회사 강남부동산중개길찾기
대표유범석등록번호
소재지
서울특별시 강남구 역삼동 828 번지 1층101호
전화010-6797-7198
최근 3개월 집주인확인 214건
매매10전세2월세933단기0",최대 765만원(VAT 별도),0.9%
중소형사무실 영훈빌딩,월세,1억/750,"(-9547.14, -2572.62)",459.46674149106235,서울시 강남구 신사동,압구정역 l 꾸준한 상권 노출천장 전층사용,257.8㎡/198.3㎡(전용률77%),4/4층,없음,0원,동향(주된 출입구 기준),즉시입주 협의가능,가능,-,8대,개별난방/-,1989.08.07,업무시설,2330640713,"사무실.상가 전문&빌드업 부동산중개법인&&💡매물번호 알려주시면 빠른 상담 가능합니다&━━━━━━━━━━━━━━━━━━━━━━&&📣 임대조건&&- 보 증 금 : 10,000 만원&- 임 대 료 : 750 만원&- 관 리 비 : 실 비&&📣 매물정보&&- 위 치 : 압구정역 대로변 바로 뒤 이면도로&- 면 적 : 전용 60평&- 주 차 : 자주식주차&- 층 수 : 4 F&- 화장실 : 외부 남/여 분리&- 입주일 : 협의 가능&━━━━━━━━━━━━━━━━━━━━━━&💛 강남,서초 전문&💛 직접 확인한 매물들만 광고합니다.&&🔴 궁금하신점 무엇이든 편하게 연락주세요.&&☎02-514-8943","(주)빌드업부동산중개법인길찾기
대표최기범등록번호
소재지
서울특별시 강남구 삼성로103길 13 (삼성동)
전화02-514-8943,010-2756-8943
최근 3개월 집주인확인 110건
매매10전세2월세1415단기1",최대 765만원(VAT 별도),0.9%
중소형사무실,월세,"5,000/300","(-9524.34, -2611.58)",498.73795932002656,서울시 강남구 신사동,"실사진O, 압구정초역세권, 무권리, 병원자리 사무실 추천",175.21㎡/132.23㎡(전용률75%),6/7층,없음,0원,-,즉시입주,가능,-,65대,개별난방/-,1989.10.05,업무시설,2330538270,※ 직접 촬영한 사진만 보여드립니다.&&〓〓〓〓〓〓〓〓〓매물설명〓〓〓〓〓〓〓〓〓&&▶ 압구정역(3호선) 도보 1분거리&&▶ 전용면적 약 40평&&▶ 권리금 없음&&▶ 무료주차 1대&&▶ 협의 후 입주&&▶ 직접 보시는 것이 더욱 좋습니다.&    편하게 연락 주세요! &    친절한 상담 도와 드리겠습니다.&&▶ 자세한 매물정보는 유선통화 시 더욱 빠르고 &    정확하게 상담이 가능합니다. &    전화주시면 자세히 설명 드리겠습니다.&&〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓&&&♥ 고객님의 새로운 시작을 함께 도와드리겠습니다.& 새로운 공간에서 성공하실 수 있도록& 진심을 다해 매물을 찾아드립니다.& 편하게 연락하세요.&&♥ 이외에도 다양한 매물을 보유하고 있습니다.& 궁금한 사항 있으시면 편하게 문의해주세요^^&&(주)알파카부동산중개법인&☏ 02 6959 1946,"주식회사알파카부동산중개법인톡톡문의길찾기
대표김예슬등록번호
소재지
서울특별시 강남구 신사동 602 5~7층(신사동)
전화02-6959-1925,010-7236-2244
최근 3개월 집주인확인 2건
매매16전세0월세571단기0",최대 315만원(VAT 별도),0.9%
중소형사무실 압구정증권빌딩,월세,"2,000/300","(-9541.79, -2532.73)",393.4429906973362,서울시 강남구 신사동,시설 깔끔한 음식점 뒷 공간 여유 임대료 좋음,120.11㎡/66.11㎡(전용률55%),1/2층,시세 대비 30% 미만,10만원,서향(주된 출입구 기준),즉시입주,불가능,정보 없음,-,-/-,1983.10.10,제1종 근린생활시설,2330657839,"권리 양도양수,임대 전문 부동산 &&설립된 지 27년된 (주)경진부동산 중개컨설팅입니다.&&(점포,카페,음식점,호프,고깃집)&&프랜차이즈 본사 컨설팅 예비창업주 가맹점 계약체결 도움 &&100% 실 물건만 광고 진행 하고있습니다. &&프랜차이즈 &(메인자리 선점,입점,무권리,안테나매장 문의)&&▒▒ 빠른 상담 전화번호 ▒▒&&02-6226-9003 매물번호:022&&▒▒ 빠른 상담 전화번호 ▒▒&&&* 모든 매물 정확한 상담으로 시간 절약해드립니다.&* 권리금 협상, 렌트프리등 최상의 협상만 합니다. &&─────────────────────&【 매물설명 】&&&&&─────────────────────&【 기본정보 】&＃보증금 : 2000만원&＃임대료 : 300만원/관리비10만원&＃권리금 : 전화문의&＃실평수 : 약20평&&전용면적은 임차인측에서 제공한 정보로&필요시 반드시 실측을 요합니다:)&─────────────────────&─────────────────────&권리금 최대한 양수인에게 유리하게 협의조정 하겠습니다.&&고객님이 입맛에 원하시는 물건 최대한 신속하게 맞춰서 찾아드리겠습니다.&&▒▒ 빠른 상담 전화번호 ▒▒&02-6226-9003&▒▒ 빠른 상담 전화번호 ▒▒","중개법인경진부동산컨설팅길찾기
대표장보식등록번호
소재지
서울특별시 서초구 서초동 28-1 (잠원동,푸른빌딩)8층
전화02-6226-9003,010-9543-5599
매매83전세0월세25단기0",최대 288만원(VAT 별도),0.9%
일반상가,월세,"6,000/250","(-9495.31, -2536.36)",342.2494394190711,서울시 강남구 신사동,-,146.07㎡/146.07㎡(전용률100%),B1/4층,없음,10만원,북향(주된 출입구 기준),즉시입주,가능,정보 없음,5대,개별난방/도시가스,1997.10.29,제2종 근린생활시설,2330431057,정보 없음,"부자부동산중개사무소길찾기
대표조남주등록번호
소재지
서울특별시 강남구 압구정로 216 ,1층 4호 (신사동)
전화02-569-8989,02-569-8989
매매7전세6월세17단기0",최대 279만원(VAT 별도),0.9%
일반상가,월세,700/70,"(-9458.06, -2577.37)",385.9015990691846,서울시 강남구 신사동,현장사진O 1층 깔끔하고 저렴한 상가,92.08㎡/11.6㎡(전용률13%),1/4층,없음,10만원,동향(주된 출입구 기준),즉시입주 협의가능,불가능,정보 없음,-,개별난방/-,2004.05.28,제2종 근린생활시설,2330494797,"1-522 그린비공인중개사사무소&▲▲ 위 번호 불러주시면 빠른상담 도와드리겠습니다.&상가,사무실 물건 다량 보유 중 입니다&원하시는 사무실,상가 찾으실때까지 도와드리겠습니다.&&★매물 포인트★&&▶압구정역 도보거리&▶저렴한 소형사무실&▶현 시설물 철거예정&▶내부상태 매우 깔끔&&&★매물 담당★&&처음과 다르지 않은 친절함으로 물건 보여드리겠습니다.&&그린비공인중개사사무소(대표:박상경)&담당 : 박상경 대표&연락처 : 010-8943-4370, 070-7620-4370","그린비공인중개사사무소길찾기
대표박상경등록번호
소재지
서울특별시 강남구 논현동 177-11 꿈꾸지오 b101호
전화070-7620-4370,010-8943-4370
최근 3개월 집주인확인 121건
매매10전세12월세310단기0","최대 69만 3,000원(VAT 별도)",0.9%
일반상가,월세,700/70,"(-9458.06, -2577.37)",385.9015990691846,서울시 강남구 신사동,현장사진O 매우 깔끔한 가성비좋은소형사무실,92.08㎡/11.6㎡(전용률13%),1/4층,없음,10만원,서향(주된 출입구 기준),즉시입주 협의가능,불가능,-,-,개별난방/-,2004.05.28,제1종 근린생활시설,2330494962,"1-522 그린비공인중개사사무소&▲▲ 위 번호 불러주시면 빠른상담 도와드리겠습니다.&상가,사무실 물건 다량 보유 중 입니다&원하시는 사무실,상가 찾으실때까지 도와드리겠습니다.&&★매물 포인트★&&▶압구정역 도보거리&▶저렴한 소형사무실&▶현 시설물 철거예정&▶내부상태 매우 깔끔&&&★매물 담당★&&처음과 다르지 않은 친절함으로 물건 보여드리겠습니다.&&그린비공인중개사사무소(대표:박상경)&담당 : 박상경 대표&연락처 : 010-8943-4370, 070-7620-4370","그린비공인중개사사무소길찾기
대표박상경등록번호
소재지
서울특별시 강남구 논현동 177-11 꿈꾸지오 b101호
전화070-7620-4370,010-8943-4370
최근 3개월 집주인확인 121건
매매10전세12월세310단기0","최대 69만 3,000원(VAT 별도)",0.9%
